n_topics,topic,word,p
6,4,classification,0.027789248
6,4,abstract,0.0220364
6,4,result,0.021073604
6,4,conclusion,0.020589115
6,4,introduction,0.018159688
6,4,clustering,0.017580433
6,4,data,0.017064583
6,4,method,0.014469502
6,4,topic,0.014182321
6,5,health,0.04967752
6,5,gender,0.046390712
6,5,difference,0.030023297
6,5,culture,0.030011076
6,5,information,0.0201955
6,5,condition,0.020194469
6,5,data,0.020193983
6,5,use,0.016922109
6,5,twitter,0.01692165
6,5,intent,0.016920118
7,0,social,0.037968088
7,0,support,0.037964437
7,0,result,0.037964407
7,0,rq,0.02320568
7,0,depression,0.023191731
7,0,tweet,0.023190074
7,0,difference,0.015830847
7,0,theme,0.015827192
7,0,method,0.015825888
7,0,related,0.015822794
7,1,gender,0.014592879
7,1,mental,0.014576001
7,1,health,0.01457579
7,1,privacy,0.014569831
7,1,conclusion,0.014569301
7,1,abstract,0.014569242
7,1,analysis,0.014568623
7,1,age,0.014568547
7,1,introduction,0.014568263
7,1,discussion,0.014568202
7,2,data,0.04825952
7,2,introduction,0.023001527
7,2,analysis,0.022725958
7,2,abstract,0.020787422
7,2,discussion,0.020671338
7,2,mental,0.019906687
7,2,conclusion,0.018327538
7,2,result,0.018327134
7,2,medium,0.01642267
7,2,social,0.01642171
7,3,feature,0.03644726
7,3,depression,0.027495073
7,3,conclusion,0.023018766
7,3,marker,0.02301493
7,3,data,0.023014389
7,3,introduction,0.018542666
7,3,abstract,0.018542558
7,3,word,0.01854199
7,3,analysis,0.018541854
7,3,result,0.018541325
7,4,gender,0.073112704
7,4,difference,0.047267467
7,4,culture,0.04726641
7,4,attribute,0.021417275
7,4,health,0.021416746
7,4,mental,0.016247561
7,4,data,0.016247464
7,4,disclosure,0.016247204
7,4,inference,0.016247144
7,4,linguistic,0.016247021
7,5,health,0.03888756
7,5,data,0.02842193
7,5,analysis,0.02493339
7,5,result,0.02144469
7,5,classification,0.021438379
7,5,information,0.021435935
7,5,condition,0.021435428
7,5,intent,0.017946513
7,5,use,0.017946461
7,5,motivation,0.014587916
7,6,difference,0.042745333
7,6,mental,0.03686115
7,6,health,0.030602226
7,6,linguistic,0.025560457
7,6,cultural,0.02555906
7,6,expression,0.023060681
7,6,visual,0.023036007
7,6,data,0.01838796
7,6,theme,0.017996328
7,6,analysis,0.016128983
8,0,difference,0.002418965
8,0,cultural,0.0024178238
8,0,mental,0.0024170682
8,0,health,0.0024144773
8,0,expression,0.0024144647
8,0,support,0.0024113865
8,0,analysis,0.0024110505
8,0,language,0.0024094032
8,0,linguistic,0.0024093068
8,0,data,0.0024088412
8,1,health,0.03673434
8,1,result,0.027653992
8,1,data,0.027652128
8,1,analysis,0.021592256
8,1,method,0.018561061
8,1,classification,0.018560411
8,1,introduction,0.018560095
8,1,abstract,0.018559037
8,1,information,0.018556183
8,1,condition,0.018555444
8,2,data,0.033690162
8,2,gender,0.031930454
8,2,difference,0.027483894
8,2,mental,0.026394848
8,2,health,0.022889215
8,2,social,0.020631002
8,2,culture,0.020626903
8,2,result,0.020478854
8,2,attribute,0.013845729
8,2,university,0.013843905
8,3,analysis,0.04833694
8,3,data,0.029494097
8,3,linguistic,0.020051938
8,3,post,0.020041935
8,3,model,0.020039724
8,3,medium,0.020038653
8,3,social,0.020036113
8,3,topic,0.020028273
8,3,measure,0.020028044
8,3,suicide,0.020027615
8,4,visual,0.06659577
8,4,theme,0.044701852
8,4,social,0.03010849
8,4,image,0.030105408
8,4,rq,0.030105026
8,4,data,0.022812927
8,4,linguistic,0.022806702
8,4,method,0.015510658
8,4,work,0.015510524
8,4,mental,0.015510348
8,5,data,0.03462764
8,5,analysis,0.027870711
8,5,selfdisclosure,0.027865028
8,5,emotion,0.021113914
8,5,abstract,0.021113731
8,5,conclusion,0.02111317
8,5,introduction,0.021112947
8,5,medium,0.014359591
8,5,social,0.014358544
8,5,method,0.014357966
8,6,discussion,0.027342593
8,6,data,0.022880424
8,6,introduction,0.022879397
8,6,abstract,0.022878805
8,6,result,0.01841597
8,6,interaction,0.018415762
8,6,conclusion,0.018414222
8,6,analysis,0.01841221
8,6,depression,0.013952443
8,6,work,0.0139513435
8,7,difference,0.04550405
8,7,mental,0.037367996
8,7,health,0.032694045
8,7,cultural,0.03197454
8,7,expression,0.03010302
8,7,marker,0.022524072
8,7,language,0.021427073
8,7,feature,0.019782532
8,7,analysis,0.01910962
8,7,data,0.017265687
