n_topics,topic,word,p
7,4,location mental health,0.0048362613
7,4,analysis discussion conclusion,0.0048362613
7,4,mental health classifier,0.0048362613
7,4,building digital cohort,0.0048362613
7,5,category marker automatic,0.008352054
7,5,automatic machine classifier,0.00835204
7,5,marker automatic machine,0.008351918
7,5,scliwc category marker,0.0056946063
7,5,machine classifier marker,0.0056944094
7,5,related work data,0.0056941286
7,5,linguistic interpersonal interaction,0.005693644
7,5,introduction background previous,0.0030370406
7,5,method data collection,0.0030370178
7,5,communication wsc language,0.0030370161
7,6,expression mental health,0.010933961
7,6,mental health expression,0.008808235
7,6,linguistic difference mental,0.0066820034
7,6,mental health linguistic,0.0066818097
7,6,identitybased expression mental,0.006681785
7,6,health linguistic difference,0.0066817445
7,6,difference mental health,0.006681657
7,6,introduction related work,0.004556825
7,6,classification community classification,0.004556791
7,6,blog post classification,0.004556791
8,0,blog post classification,0.012092605
8,0,classification community classification,0.01209021
8,0,abstract introduction background,0.0064030006
8,0,method data set,0.006402576
8,0,set feature extraction,0.0064024483
8,0,extraction blog post,0.0064020497
8,0,classification feature selection,0.00640188
8,0,sentiment analysis analysis,0.0064018597
8,0,background method data,0.0064017777
8,0,result classification community,0.0064017647
8,1,introduction related work,0.008407928
8,1,abstract introduction related,0.008407833
8,1,related work methodology,0.0043314747
8,1,dirichlet allocation brown,0.0043313196
8,1,allocation brown clustering,0.0043312097
8,1,latent dirichlet allocation,0.0043311464
8,1,abstract introduction background,0.004331132
8,1,future direction conclusion,0.0043309503
8,1,motivation twitter use,0.004330935
8,1,work data method,0.0043309224
8,2,measuring post volume,0.008152135
8,2,social medium data,0.008152079
8,2,topic model analysis,0.008151901
8,2,linguistic measure ngram,0.008151799
8,2,content analysis linguistic,0.008151753
8,2,analysis linguistic measure,0.008151753
8,2,word shift graph,0.008151717
8,2,data data collection,0.004316376
8,2,related work selfdisclosure,0.0043163346
8,2,future direction conclusion,0.004316253
8,3,method data collection,0.009133919
8,3,language marker depression,0.009131785
8,3,study method data,0.0048354287
8,3,statistical framework result,0.0048349346
8,3,data collection participant,0.0048348946
8,3,improving data quality,0.004834877
8,3,photographic marker depression,0.0048348666
8,3,screening application method,0.0048348648
8,3,early screening application,0.0048348494
8,3,framework result discussion,0.0048348363
8,4,mental health expression,0.007115331
8,4,social medium data,0.007114437
8,4,medium data university,0.0071138744
8,4,mh expression university,0.0071137436
8,4,abstract introduction background,0.0037672587
8,4,limitation future direction,0.0037672035
8,4,future direction conclusion,0.0037671258
8,4,negation word polarity,0.0037670012
8,4,partofspeech emotion analysis,0.0037669928
8,4,objective method study,0.0037669782
8,5,automatic machine classifier,0.009745909
8,5,category marker automatic,0.009745285
8,5,marker automatic machine,0.009745048
8,5,scliwc category marker,0.0066266754
8,5,machine classifier marker,0.0066265003
8,5,visual theme linguistic,0.006626091
8,5,introduction methodology building,0.0035087713
8,5,digital cohort age,0.0035087713
8,5,gender raceethnicity location,0.003508771
8,5,methodology building digital,0.003508771
8,6,expression mental health,0.013391584
8,6,mental health expression,0.0107784225
8,6,mental health linguistic,0.008165952
8,6,linguistic difference mental,0.008165894
8,6,difference mental health,0.008165845
8,6,identitybased expression mental,0.008165771
8,6,health linguistic difference,0.008165733
8,6,background related work,0.0055536106
8,6,support behavior cultural,0.0055528567
8,6,analysis identitybased expression,0.0055528334
8,7,difference affective attribute,0.00767893
8,7,linguistic difference affective,0.0076789097
8,7,mental health disclosure,0.0076788166
8,7,difference linguistic difference,0.0076788026
8,7,lexical density awareness,0.007678693
8,7,result gender difference,0.0040653883
8,7,ethic related work,0.0040653627
8,7,affective attribute culture,0.004065354
8,7,temporal reference gender,0.0040653385
8,7,disclosure data expert,0.0040653283
