n_topics,topic,word,p
7,5,wa used,0.002451951
7,5,history participant,0.0024519458
7,6,mental health,0.012988087
7,6,et al,0.0050461907
7,6,suicide attempt,0.0035528508
7,6,post comment,0.003252734
7,6,coppersmith et,0.0030557276
7,6,selfstated diagnosis,0.0030553087
7,6,age gender,0.0025578926
7,6,prior work,0.0020610653
7,6,social medium,0.0020609319
7,6,user selfstated,0.0020606476
8,0,degree depression,0.0038702164
8,0,activity history,0.0038701668
8,0,history participant,0.003870088
8,0,post comment,0.0029328617
8,0,wa used,0.0029321148
8,0,active depression,0.002932065
8,0,participant answered,0.0029319753
8,0,score point,0.002931961
8,0,answered questionnaire,0.0029318954
8,0,questionnaire wa,0.0029318875
8,1,twitter user,0.003955241
8,1,depression inventory,0.003183399
8,1,history depression,0.0031833898
8,1,social medium,0.0031833346
8,1,depression ptsd,0.0024118787
8,1,data collection,0.002411728
8,1,twitter api,0.0024116985
8,1,community control,0.0024113082
8,1,mental health,0.0016428374
8,1,mental illness,0.0016408619
8,2,mental health,0.009345851
8,2,cultural identity,0.007707476
8,2,national identity,0.0038879665
8,2,clinical language,0.0033419644
8,2,post comment,0.0027970872
8,2,mental illness,0.0027966797
8,2,online mental,0.0027963908
8,2,cultural difference,0.002250794
8,2,malaysia philippine,0.0022507585
8,2,mental disorder,0.0022507072
8,3,mental health,0.00021459974
8,3,suicide attempt,0.00021093561
8,3,user selfstated,0.00020889861
8,3,selfstated diagnosis,0.00020876066
8,3,regular expression,0.00020867579
8,3,et al,0.00020864261
8,3,panic attack,0.00020835106
8,3,eating disorder,0.00020828213
8,3,dataset used,0.00020800314
8,3,age gender,0.00020798635
8,4,mental health,0.006279518
8,4,suicide attempt,0.003407046
8,4,mental illness,0.002930607
8,4,unique user,0.0024519623
8,4,post comment,0.0024519481
8,4,user post,0.0024517314
8,4,et al,0.0024516233
8,4,age gender,0.0024511775
8,4,post sw,0.001973516
8,4,suicidal ideation,0.0019733757
8,5,mental health,0.00856356
8,5,post user,0.0034876044
8,5,maxpooling layer,0.0026419654
8,5,classification model,0.002641926
8,5,post comment,0.0017975237
8,5,health concern,0.0017966155
8,5,researcher familiar,0.0017965649
8,5,mental problem,0.0017965435
8,5,current study,0.001796506
8,5,write post,0.001796505
8,6,depressive user,0.006393811
8,6,et al,0.004033924
8,6,dataset wa,0.0040333467
8,6,twitter user,0.0032464073
8,6,user dataset,0.0032461372
8,6,sign depression,0.0032460142
8,6,user publicly,0.0024593123
8,6,twitter api,0.0024593077
8,6,selection tweet,0.0024591356
8,6,profile sentence,0.0024590981
8,7,mental health,0.009632748
8,7,social medium,0.004495017
8,7,celebrity suicide,0.0044949036
8,7,wikipedia page,0.0030271965
8,7,page view,0.0030271527
8,7,prior work,0.0030271146
8,7,post shared,0.003027056
8,7,health challenge,0.0030266854
8,7,shared university,0.002293453
8,7,two week,0.0022933746
