n_topics,topic,word,p
8,1,number,0.01220499
8,1,twitter,0.008928917
8,1,wa,0.008685133
8,1,ratio,0.00865901
8,2,topic,0.04273787
8,2,word,0.026774647
8,2,journal,0.018789802
8,2,matrix,0.016129846
8,2,noun,0.010808826
8,2,wa,0.00815031
8,2,one,0.006819176
8,2,first,0.0068185064
8,2,average,0.0068182647
8,2,removed,0.006817762
8,3,word,0.014459973
8,3,category,0.0108815525
8,3,user,0.009690406
8,3,time,0.009688852
8,3,table,0.007304187
8,3,character,0.007303605
8,3,schizophrenic,0.0073034987
8,3,unigrams,0.0073031145
8,3,tweet,0.006113293
8,3,model,0.006112074
8,4,user,0.014605157
8,4,topic,0.013694627
8,4,one,0.01271089
8,4,measure,0.009810558
8,4,mental,0.008842088
8,4,depression,0.008384212
8,4,word,0.007880079
8,4,difference,0.007875683
8,4,cohort,0.00787508
8,4,health,0.00787363
8,5,identity,0.016979765
8,5,user,0.016356857
8,5,mental,0.016353847
8,5,health,0.014477357
8,5,use,0.013852037
8,5,analysis,0.013851275
8,5,cultural,0.013223846
8,5,language,0.009468517
8,5,post,0.009458497
8,5,used,0.008842149
8,6,user,0.0102931075
8,6,post,0.009444683
8,6,measure,0.009434919
8,6,use,0.008626402
8,6,word,0.008588392
8,6,image,0.0077404794
8,6,celebrity,0.006890144
8,6,data,0.0068893954
8,6,social,0.0060571614
8,6,first,0.0060427906
8,7,post,0.02926925
8,7,word,0.01955753
8,7,rmn,0.013100007
8,7,mental,0.01150217
8,7,health,0.01149955
8,7,comment,0.011489318
8,7,community,0.009881724
8,7,vector,0.00987633
8,7,category,0.008272413
8,7,descriptor,0.008264652
